issue,budget,chosen_family,cost,family_stat_score,family_proxy_score,expected_profit_ratio,predicted_gate_roi,gate_confidence,chosen_policy,policy_score,chosen_profile,nested_validation_pass,nested_validation_mode,nested_validation_score,nested_validation_reason,hit_validation_pass,hit_validation_score,winning_issue,value_hit_issue,strong_hit_issue,winning_ticket_count,total_return,total_profit,max_red_hits,blue_hit_tickets,avg_match_score,top_red_source,top_blue_source,red_similarity_peak,blue_similarity_peak,actual_reds,actual_blue
2020020,200,hold,0,0.0,0.0,,-0.609907,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 09 13 15 22,14
2020020,500,hold,0,0.0,0.0,,-0.613064,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 09 13 15 22,14
2020020,1000,hold,0,0.0,0.0,,-0.541071,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 09 13 15 22,14
2020021,10,hold,0,0.0,0.0,,-0.590129,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 06 14 16 27 31,07
2020021,50,hold,0,0.0,0.0,,-0.617347,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 06 14 16 27 31,07
2020021,100,hold,0,0.0,0.0,,-0.646048,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 06 14 16 27 31,07
2020021,200,hold,0,0.0,0.0,,-0.6605,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 06 14 16 27 31,07
2020021,500,hold,0,0.0,0.0,,-0.688083,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 06 14 16 27 31,07
2020021,1000,hold,0,0.0,0.0,,-0.623276,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 06 14 16 27 31,07
2020022,10,hold,0,0.0,0.0,,-0.637795,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 10 20 22 25 30,02
2020022,50,hold,0,0.0,0.0,,-0.622848,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 10 20 22 25 30,02
2020022,100,hold,0,0.0,0.0,,-0.68663,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 10 20 22 25 30,02
2020022,200,hold,0,0.0,0.0,,-0.687264,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 10 20 22 25 30,02
2020022,500,hold,0,0.0,0.0,,-0.708706,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 10 20 22 25 30,02
2020022,1000,hold,0,0.0,0.0,,-0.661511,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 10 20 22 25 30,02
2020023,10,hold,0,0.0,0.0,,-0.668785,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 05 20 21 30 33,08
2020023,50,hold,0,0.0,0.0,,-0.630865,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 05 20 21 30 33,08
2020023,100,hold,0,0.0,0.0,,-0.666253,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 05 20 21 30 33,08
2020023,200,hold,0,0.0,0.0,,-0.672207,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 05 20 21 30 33,08
2020023,500,hold,0,0.0,0.0,,-0.674765,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 05 20 21 30 33,08
2020023,1000,hold,0,0.0,0.0,,-0.634254,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,04 05 20 21 30 33,08
2020024,10,hold,0,0.0,0.0,,-0.672685,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 13 27 28 29 31,08
2020024,50,hold,0,0.0,0.0,,-0.621077,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 13 27 28 29 31,08
2020024,100,hold,0,0.0,0.0,,-0.647222,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 13 27 28 29 31,08
2020024,200,hold,0,0.0,0.0,,-0.663623,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 13 27 28 29 31,08
2020024,500,hold,0,0.0,0.0,,-0.655224,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 13 27 28 29 31,08
2020024,1000,hold,0,0.0,0.0,,-0.662196,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 13 27 28 29 31,08
2020025,10,hold,0,0.0,0.0,,-0.693688,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 09 10 15 20 29,02
2020025,50,hold,0,0.0,0.0,,-0.545705,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 09 10 15 20 29,02
2020025,100,hold,0,0.0,0.0,,-0.686054,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 09 10 15 20 29,02
2020025,200,hold,0,0.0,0.0,,-0.683844,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 09 10 15 20 29,02
2020025,500,hold,0,0.0,0.0,,-0.701157,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 09 10 15 20 29,02
2020025,1000,hold,0,0.0,0.0,,-0.683199,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 09 10 15 20 29,02
2020026,10,hold,0,0.0,0.0,,-0.709762,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 09 18 19 31,06
2020026,50,hold,0,0.0,0.0,,-0.618764,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 09 18 19 31,06
2020026,100,hold,0,0.0,0.0,,-0.695764,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 09 18 19 31,06
2020026,200,hold,0,0.0,0.0,,-0.699979,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 09 18 19 31,06
2020026,500,hold,0,0.0,0.0,,-0.651101,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 09 18 19 31,06
2020026,1000,hold,0,0.0,0.0,,-0.699819,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 09 18 19 31,06
2020027,10,hold,0,0.0,0.0,,-0.722809,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,12 13 14 24 25 28,06
2020027,50,hold,0,0.0,0.0,,-0.656066,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,12 13 14 24 25 28,06
2020027,100,hold,0,0.0,0.0,,-0.709786,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,12 13 14 24 25 28,06
2020027,200,hold,0,0.0,0.0,,-0.713295,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,12 13 14 24 25 28,06
2020027,500,hold,0,0.0,0.0,,-0.68641,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,12 13 14 24 25 28,06
2020027,1000,hold,0,0.0,0.0,,-0.681834,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,12 13 14 24 25 28,06
2020028,10,hold,0,0.0,0.0,,-0.733735,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 15 18 26 32,08
2020028,50,hold,0,0.0,0.0,,-0.654581,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 15 18 26 32,08
2020028,100,hold,0,0.0,0.0,,-0.724088,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 15 18 26 32,08
2020028,200,hold,0,0.0,0.0,,-0.724566,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 15 18 26 32,08
2020028,500,hold,0,0.0,0.0,,-0.695327,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 15 18 26 32,08
2020028,1000,hold,0,0.0,0.0,,-0.700794,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,05 06 15 18 26 32,08
2020029,10,hold,0,0.0,0.0,,-0.598611,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 12 18 20 30 32,05
2020029,50,hold,0,0.0,0.0,,-0.667134,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 12 18 20 30 32,05
2020029,100,hold,0,0.0,0.0,,-0.610317,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 12 18 20 30 32,05
2020029,200,hold,0,0.0,0.0,,-0.587721,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 12 18 20 30 32,05
2020029,500,hold,0,0.0,0.0,,-0.582142,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 12 18 20 30 32,05
2020029,1000,hold,0,0.0,0.0,,-0.515729,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 12 18 20 30 32,05
2020030,10,hold,0,0.0,0.0,,-0.627546,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,17 18 21 29 30 32,03
2020030,50,hold,0,0.0,0.0,,-0.671547,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,17 18 21 29 30 32,03
2020030,100,hold,0,0.0,0.0,,-0.628941,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,17 18 21 29 30 32,03
2020030,200,hold,0,0.0,0.0,,-0.619454,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,17 18 21 29 30 32,03
2020030,500,hold,0,0.0,0.0,,-0.593352,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,17 18 21 29 30 32,03
2020030,1000,hold,0,0.0,0.0,,-0.604727,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,17 18 21 29 30 32,03
2020031,10,hold,0,0.0,0.0,,-0.636748,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 05 09 15 16 27,09
2020031,50,hold,0,0.0,0.0,,-0.67554,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 05 09 15 16 27,09
2020031,100,hold,0,0.0,0.0,,-0.644618,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 05 09 15 16 27,09
2020031,200,hold,0,0.0,0.0,,-0.659762,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 05 09 15 16 27,09
2020031,500,hold,0,0.0,0.0,,-0.63297,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 05 09 15 16 27,09
2020031,1000,hold,0,0.0,0.0,,-0.642431,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 05 09 15 16 27,09
2020032,10,hold,0,0.0,0.0,,-0.674667,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 11 13 14 15 26,13
2020032,50,hold,0,0.0,0.0,,-0.678956,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 11 13 14 15 26,13
2020032,100,hold,0,0.0,0.0,,-0.640062,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 11 13 14 15 26,13
2020032,200,hold,0,0.0,0.0,,-0.613399,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 11 13 14 15 26,13
2020032,500,hold,0,0.0,0.0,,-0.627516,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 11 13 14 15 26,13
2020032,1000,hold,0,0.0,0.0,,-0.624233,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,03 11 13 14 15 26,13
2020033,10,hold,0,0.0,0.0,,-0.647695,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 10 12 21 31 32,01
2020033,50,hold,0,0.0,0.0,,-0.682321,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 10 12 21 31 32,01
2020033,100,hold,0,0.0,0.0,,-0.670641,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 10 12 21 31 32,01
2020033,200,hold,0,0.0,0.0,,-0.620284,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 10 12 21 31 32,01
2020033,500,hold,0,0.0,0.0,,-0.621826,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 10 12 21 31 32,01
2020033,1000,hold,0,0.0,0.0,,-0.67147,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 10 12 21 31 32,01
2020034,10,hold,0,0.0,0.0,,-0.682017,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 08 15 16 26 32,03
2020034,50,hold,0,0.0,0.0,,-0.616177,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 08 15 16 26 32,03
2020034,100,hold,0,0.0,0.0,,-0.68152,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 08 15 16 26 32,03
2020034,200,hold,0,0.0,0.0,,-0.669781,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 08 15 16 26 32,03
2020034,500,hold,0,0.0,0.0,,-0.637954,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 08 15 16 26 32,03
2020034,1000,hold,0,0.0,0.0,,-0.68101,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 08 15 16 26 32,03
2020035,10,hold,0,0.0,0.0,,-0.525459,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 14 24 25 28 33,11
2020035,50,hold,0,0.0,0.0,,-0.684245,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 14 24 25 28 33,11
2020035,100,hold,0,0.0,0.0,,-0.680353,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 14 24 25 28 33,11
2020035,200,hold,0,0.0,0.0,,-0.681865,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 14 24 25 28 33,11
2020035,500,hold,0,0.0,0.0,,-0.618993,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 14 24 25 28 33,11
2020035,1000,hold,0,0.0,0.0,,-0.603451,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,10 14 24 25 28 33,11
2020036,10,hold,0,0.0,0.0,,-0.642393,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 09 16 22 24 32,06
2020036,50,hold,0,0.0,0.0,,-0.661029,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 09 16 22 24 32,06
2020036,100,hold,0,0.0,0.0,,-0.649682,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 09 16 22 24 32,06
2020036,200,hold,0,0.0,0.0,,-0.671433,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 09 16 22 24 32,06
2020036,500,hold,0,0.0,0.0,,-0.628101,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 09 16 22 24 32,06
2020036,1000,hold,0,0.0,0.0,,-0.657582,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,07 09 16 22 24 32,06
2020037,10,hold,0,0.0,0.0,,-0.686554,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 11 13 17 24,15
2020037,50,hold,0,0.0,0.0,,-0.654294,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 11 13 17 24,15
2020037,100,hold,0,0.0,0.0,,-0.685143,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 11 13 17 24,15
2020037,200,hold,0,0.0,0.0,,-0.690163,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 11 13 17 24,15
2020037,500,hold,0,0.0,0.0,,-0.652507,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 11 13 17 24,15
2020037,1000,hold,0,0.0,0.0,,-0.694843,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 04 11 13 17 24,15
2020038,10,hold,0,0.0,0.0,,-0.699074,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 07 18 23 24,15
2020038,50,hold,0,0.0,0.0,,-0.677417,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 07 18 23 24,15
2020038,100,hold,0,0.0,0.0,,-0.692662,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 07 18 23 24,15
2020038,200,hold,0,0.0,0.0,,-0.683429,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 07 18 23 24,15
2020038,500,hold,0,0.0,0.0,,-0.67161,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 07 18 23 24,15
2020038,1000,hold,0,0.0,0.0,,-0.65941,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,01 06 07 18 23 24,15
2020039,10,hold,0,0.0,0.0,,-0.678968,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 09 10 11 16 29,02
2020039,50,hold,0,0.0,0.0,,-0.667685,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 09 10 11 16 29,02
2020039,100,hold,0,0.0,0.0,,-0.686694,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 09 10 11 16 29,02
2020039,200,hold,0,0.0,0.0,,-0.696151,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 09 10 11 16 29,02
2020039,500,hold,0,0.0,0.0,,-0.687239,,nested_validation::hold,0.0,hold,False,,,,False,,0,0,0,0,0,0,0,0,0.0,heuristic,heuristic,1.0,1.0,02 09 10 11 16 29,02
